ID,price
0,24.834632873535156
1,49.46129608154297
2,60.83024597167969
3,37.3441047668457
4,72.7515640258789
5,238.91372680664062
6,65.35267639160156
7,21.12666893005371
8,25.878320693969727
9,124.8644790649414
10,41.894371032714844
11,75.51351928710938
12,26.787376403808594
13,16.33870506286621
14,49.09954833984375
15,68.95233917236328
16,36.798336029052734
17,31.914541244506836
18,98.42820739746094
19,31.637903213500977
20,29.720617294311523
21,41.90577697753906
22,31.38504981994629
23,67.64928436279297
24,55.769229888916016
25,88.62457275390625
26,14.598462104797363
27,55.81975555419922
28,258.3840637207031
29,32.22319030761719
30,160.1229705810547
31,69.20992279052734
32,46.98712921142578
33,18.531848907470703
34,52.41489028930664
35,116.9742660522461
36,29.45585823059082
37,42.787841796875
38,56.9270133972168
39,109.38407897949219
40,26.055593490600586
41,199.24624633789062
42,122.82465362548828
43,62.41910934448242
44,34.89927291870117
45,33.53410339355469
46,28.451841354370117
47,21.718406677246094
48,22.739267349243164
49,141.74786376953125
50,22.7750301361084
51,270.4576416015625
52,31.572256088256836
53,23.73847007751465
54,47.9194221496582
55,48.469139099121094
56,85.33158111572266
57,138.482666015625
58,67.7738037109375
59,102.481201171875
60,34.98152160644531
61,93.7363510131836
62,208.30966186523438
63,47.1422119140625
64,57.402381896972656
65,24.695125579833984
66,29.71219253540039
67,55.72263717651367
68,69.99456024169922
69,157.4707794189453
70,56.75796890258789
71,40.38348388671875
72,67.25260162353516
73,32.85356521606445
74,61.49735641479492
75,133.81533813476562
76,64.91622924804688
77,70.6535873413086
78,39.224281311035156
79,44.75769805908203
80,68.3630599975586
81,170.70323181152344
82,34.696231842041016
83,29.331445693969727
84,48.04655838012695
85,56.99406814575195
86,52.483787536621094
87,83.91907501220703
88,21.422319412231445
89,45.86386489868164
90,35.98814392089844
91,51.6844367980957
92,34.27554702758789
93,378.88677978515625
94,41.728538513183594
95,33.81418991088867
96,15.808740615844727
97,31.905481338500977
98,161.35630798339844
99,22.26312255859375
100,229.7990264892578
101,56.52010726928711
102,131.59083557128906
103,110.46422576904297
104,190.52684020996094
105,29.90123748779297
106,62.3115348815918
107,114.34716796875
108,36.19073486328125
109,227.21226501464844
110,40.84727096557617
111,46.77820587158203
112,56.599143981933594
113,48.807769775390625
114,143.09603881835938
115,41.55434799194336
116,33.58676528930664
117,89.02433776855469
118,89.61920928955078
119,21.968849182128906
120,31.199541091918945
121,58.731815338134766
122,66.37193298339844
123,47.772945404052734
124,20.342453002929688
125,29.568588256835938
126,102.75994110107422
127,91.48571014404297
128,27.390117645263672
129,35.84195327758789
130,112.26406860351562
131,32.788414001464844
132,76.21353912353516
133,29.817462921142578
134,34.66085433959961
